Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
 46.95000000         46.95170790             2.914945e-01          2.508000e-02       5.817102e-02        4.040461e-05
 46.97500000         46.97663920             2.916460e-01          2.509000e-02       5.818598e-02        4.041522e-05
 47.00000000         47.00195780             2.918126e-01          2.510000e-02       5.820117e-02        4.042688e-05
 47.02500000         47.02637870             2.919560e-01          2.511000e-02       5.821583e-02        4.043692e-05
 47.05000000         47.05141440             2.921087e-01          2.512000e-02       5.823085e-02        4.044761e-05
 47.07500000         47.07654620             2.922696e-01          2.513000e-02       5.824593e-02        4.045887e-05
 47.10000000         47.10107850             2.924191e-01          2.514000e-02       5.826065e-02        4.046934e-05
 47.12500000         47.12618100             2.925758e-01          2.515000e-02       5.827571e-02        4.048030e-05
 47.15000000         47.15230130             2.927455e-01          2.516000e-02       5.829138e-02        4.049218e-05
 47.17500000         47.17673900             2.928932e-01          2.517000e-02       5.830604e-02        4.050252e-05
 47.20000000         47.20103170             2.930436e-01          2.518000e-02       5.832062e-02        4.051305e-05
 47.22500000         47.22647470             2.932049e-01          2.519000e-02       5.833588e-02        4.052434e-05
 47.25000000         47.25164880             2.933544e-01          2.520000e-02       5.835099e-02        4.053481e-05
 47.27500000         47.27695240             2.935111e-01          2.521000e-02       5.836617e-02        4.054578e-05
 47.30000000         47.30108380             2.936671e-01          2.522000e-02       5.838065e-02        4.055670e-05
 47.32500000         47.32638770             2.938248e-01          2.523000e-02       5.839583e-02        4.056773e-05
 47.35000000         47.35151310             2.939798e-01          2.524000e-02       5.841091e-02        4.057859e-05
 47.37500000         47.37648730             2.941333e-01          2.525000e-02       5.842589e-02        4.058933e-05
 47.40000000         47.40250170             2.942916e-01          2.526000e-02       5.844150e-02        4.060041e-05
 47.42500000         47.42677640             2.944420e-01          2.527000e-02       5.845607e-02        4.061094e-05
 47.45000000         47.45120540             2.945954e-01          2.528000e-02       5.847072e-02        4.062168e-05
 47.47500000         47.47661720             2.947583e-01          2.529000e-02       5.848597e-02        4.063308e-05
 47.50000000         47.50154560             2.949119e-01          2.530000e-02       5.850093e-02        4.064384e-05
 47.52500000         47.52633990             2.950673e-01          2.531000e-02       5.851580e-02        4.065471e-05
 47.55000000         47.55111240             2.952192e-01          2.532000e-02       5.853067e-02        4.066534e-05
 47.57500000         47.57626350             2.953700e-01          2.533000e-02       5.854576e-02        4.067590e-05
 47.60000000         47.60112250             2.955274e-01          2.534000e-02       5.856067e-02        4.068691e-05
 47.62500000         47.62639160             2.956876e-01          2.535000e-02       5.857583e-02        4.069813e-05
 47.65000000         47.65127530             2.958375e-01          2.536000e-02       5.859077e-02        4.070863e-05
 47.67500000         47.67656900             2.959932e-01          2.537000e-02       5.860594e-02        4.071952e-05
 47.70000000         47.70182210             2.961472e-01          2.538000e-02       5.862109e-02        4.073031e-05
 47.72500000         47.72645380             2.963044e-01          2.539000e-02       5.863587e-02        4.074130e-05
 47.75000000         47.75151440             2.964627e-01          2.540000e-02       5.865091e-02        4.075239e-05
 47.77500000         47.77615810             2.966199e-01          2.541000e-02       5.866569e-02        4.076339e-05
 47.80000000         47.80185740             2.967718e-01          2.542000e-02       5.868111e-02        4.077402e-05
 47.82500000         47.82693840             2.969244e-01          2.543000e-02       5.869616e-02        4.078471e-05
 47.85000000         47.85185150             2.970827e-01          2.544000e-02       5.871111e-02        4.079579e-05
 47.87500000         47.87695020             2.972369e-01          2.545000e-02       5.872617e-02        4.080658e-05
 47.90000000         47.90201630             2.973999e-01          2.546000e-02       5.874121e-02        4.081800e-05
 47.92500000         47.92664380             2.975475e-01          2.547000e-02       5.875599e-02        4.082832e-05
 47.95000000         47.95104860             2.977046e-01          2.548000e-02       5.877063e-02        4.083932e-05
 47.97500000         47.97729590             2.978668e-01          2.549000e-02       5.878638e-02        4.085067e-05
 48.00000000         48.00119910             2.980129e-01          2.550000e-02       5.880072e-02        4.086090e-05
 48.02500000         48.02632990             2.981693e-01          2.551000e-02       5.881580e-02        4.087185e-05
 48.05000000         48.05183850             2.983252e-01          2.552000e-02       5.883110e-02        4.088276e-05
 48.07500000         48.07674300             2.984806e-01          2.553000e-02       5.884605e-02        4.089364e-05
 48.10000000         48.10172340             2.986384e-01          2.554000e-02       5.886103e-02        4.090469e-05
 48.12500000         48.12663990             2.987914e-01          2.555000e-02       5.887598e-02        4.091540e-05
 48.15000000         48.15172060             2.989463e-01          2.556000e-02       5.889103e-02        4.092624e-05
 48.17500000         48.17686610             2.991035e-01          2.557000e-02       5.890612e-02        4.093725e-05
 48.20000000         48.20143750             2.992571e-01          2.558000e-02       5.892086e-02        4.094800e-05
 48.22500000         48.22680250             2.994142e-01          2.559000e-02       5.893608e-02        4.095899e-05
 48.25000000         48.25114910             2.995677e-01          2.560000e-02       5.895069e-02        4.096974e-05
 48.27500000         48.27643690             2.997257e-01          2.561000e-02       5.896586e-02        4.098080e-05
 48.30000000         48.30058130             2.998776e-01          2.562000e-02       5.898035e-02        4.099143e-05
 48.32500000         48.32583110             3.000321e-01          2.563000e-02       5.899550e-02        4.100225e-05
 48.35000000         48.35176610             3.001907e-01          2.564000e-02       5.901106e-02        4.101335e-05
 48.37500000         48.37676160             3.003457e-01          2.565000e-02       5.902606e-02        4.102420e-05
 48.40000000         48.40181530             3.005057e-01          2.566000e-02       5.904109e-02        4.103540e-05
 48.42500000         48.42565180             3.006484e-01          2.567000e-02       5.905539e-02        4.104539e-05
 48.45000000         48.45110170             3.008037e-01          2.568000e-02       5.907066e-02        4.105626e-05
 48.47500000         48.47575030             3.009617e-01          2.569000e-02       5.908545e-02        4.106732e-05
 48.50000000         48.50161330             3.011190e-01          2.570000e-02       5.910097e-02        4.107833e-05
 48.52500000         48.52668840             3.012769e-01          2.571000e-02       5.911601e-02        4.108938e-05
 48.55000000         48.55179770             3.014309e-01          2.572000e-02       5.913108e-02        4.110016e-05
 48.57500000         48.57660630             3.015835e-01          2.573000e-02       5.914596e-02        4.111084e-05
 48.60000000         48.60034470             3.017394e-01          2.574000e-02       5.916021e-02        4.112176e-05
 48.62500000         48.62632400             3.018965e-01          2.575000e-02       5.917579e-02        4.113276e-05
 48.65000000         48.65116970             3.020497e-01          2.576000e-02       5.919070e-02        4.114348e-05
 48.67500000         48.67669330             3.022049e-01          2.577000e-02       5.920602e-02        4.115434e-05
 48.70000000         48.70166810             3.023655e-01          2.578000e-02       5.922100e-02        4.116558e-05
 48.72500000         48.72607430             3.025136e-01          2.579000e-02       5.923564e-02        4.117595e-05
 48.75000000         48.75148490             3.026738e-01          2.580000e-02       5.925089e-02        4.118716e-05
 48.77500000         48.77689350             3.028279e-01          2.581000e-02       5.926614e-02        4.119795e-05
 48.80000000         48.80127290             3.029872e-01          2.582000e-02       5.928076e-02        4.120910e-05
 48.82500000         48.82587200             3.031324e-01          2.583000e-02       5.929552e-02        4.121926e-05
 48.85000000         48.85121380             3.032960e-01          2.584000e-02       5.931073e-02        4.123072e-05
 48.87500000         48.87681040             3.034541e-01          2.585000e-02       5.932609e-02        4.124179e-05
 48.90000000         48.90139410             3.036018e-01          2.586000e-02       5.934084e-02        4.125212e-05
 48.92500000         48.92594000             3.037576e-01          2.587000e-02       5.935556e-02        4.126303e-05
 48.95000000         48.95187060             3.039166e-01          2.588000e-02       5.937112e-02        4.127416e-05
 48.97500000         48.97657360             3.040680e-01          2.589000e-02       5.938594e-02        4.128476e-05
 49.00000000         49.00098660             3.042191e-01          2.590000e-02       5.940059e-02        4.129534e-05
 49.02500000         49.02662080             3.043784e-01          2.591000e-02       5.941597e-02        4.130649e-05
 49.05000000         49.05132450             3.045366e-01          2.592000e-02       5.943079e-02        4.131756e-05
 49.07500000         49.07582010             3.046866e-01          2.593000e-02       5.944549e-02        4.132806e-05
 49.10000000         49.10095480             3.048503e-01          2.594000e-02       5.946057e-02        4.133952e-05
 49.12500000         49.12594770             3.049954e-01          2.595000e-02       5.947557e-02        4.134968e-05
 49.15000000         49.15120090             3.051588e-01          2.596000e-02       5.949072e-02        4.136111e-05
 49.17500000         49.17579750             3.053093e-01          2.597000e-02       5.950548e-02        4.137165e-05
 49.20000000         49.20090680             3.054611e-01          2.598000e-02       5.952054e-02        4.138228e-05
 49.22500000         49.22621340             3.056206e-01          2.599000e-02       5.953573e-02        4.139344e-05
 49.25000000         49.25161110             3.057762e-01          2.600000e-02       5.955097e-02        4.140434e-05
 49.27500000         49.27607500             3.059277e-01          2.601000e-02       5.956565e-02        4.141494e-05
 49.30000000         49.30118140             3.060910e-01          2.602000e-02       5.958071e-02        4.142637e-05
 49.32500000         49.32584500             3.062423e-01          2.603000e-02       5.959551e-02        4.143696e-05
 49.35000000         49.35133320             3.063986e-01          2.604000e-02       5.961080e-02        4.144790e-05
 49.37500000         49.37640840             3.065515e-01          2.605000e-02       5.962585e-02        4.145860e-05
 49.40000000         49.40099780             3.067078e-01          2.606000e-02       5.964060e-02        4.146955e-05
 49.42500000         49.42601780             3.068629e-01          2.607000e-02       5.965561e-02        4.148040e-05
 49.45000000         49.45213220             3.070270e-01          2.608000e-02       5.967128e-02        4.149189e-05
 49.47500000         49.47553750             3.071757e-01          2.609000e-02       5.968532e-02        4.150230e-05
 49.50000000         49.50083020             3.073281e-01          2.610000e-02       5.970050e-02        4.151297e-05
 49.52500000         49.52584940             3.074832e-01          2.611000e-02       5.971551e-02        4.152383e-05
 49.55000000         49.55085590             3.076397e-01          2.612000e-02       5.973051e-02        4.153478e-05
 49.57500000         49.57557270             3.077912e-01          2.613000e-02       5.974534e-02        4.154538e-05
 49.60000000         49.60135570             3.079581e-01          2.614000e-02       5.976081e-02        4.155706e-05
 49.62500000         49.62691130             3.081132e-01          2.615000e-02       5.977615e-02        4.156792e-05
 49.65000000         49.65112930             3.082627e-01          2.616000e-02       5.979068e-02        4.157839e-05
 49.67500000         49.67596690             3.084196e-01          2.617000e-02       5.980558e-02        4.158937e-05
 49.70000000         49.70144660             3.085760e-01          2.618000e-02       5.982087e-02        4.160032e-05
 49.72500000         49.72677630             3.087284e-01          2.619000e-02       5.983607e-02        4.161099e-05
 49.75000000         49.75136640             3.088825e-01          2.620000e-02       5.985082e-02        4.162178e-05
 49.77500000         49.77679880             3.090435e-01          2.621000e-02       5.986608e-02        4.163305e-05
 49.80000000         49.80176040             3.091978e-01          2.622000e-02       5.988106e-02        4.164385e-05
 49.82500000         49.82648190             3.093515e-01          2.623000e-02       5.989589e-02        4.165461e-05
 49.85000000         49.85144750             3.095123e-01          2.624000e-02       5.991087e-02        4.166586e-05
 49.87500000         49.87625910             3.096655e-01          2.625000e-02       5.992576e-02        4.167659e-05
 49.90000000         49.90162010             3.098174e-01          2.626000e-02       5.994097e-02        4.168722e-05
 49.92500000         49.92606250             3.099716e-01          2.627000e-02       5.995564e-02        4.169801e-05
 49.95000000         49.95119150             3.101274e-01          2.628000e-02       5.997071e-02        4.170892e-05
 49.97500000         49.97576750             3.102793e-01          2.629000e-02       5.998546e-02        4.171955e-05
 50.00000000         50.00075520             3.104378e-01          2.630000e-02       6.000045e-02        4.173064e-05
 50.02500000         50.02638980             3.105912e-01          2.631000e-02       6.001583e-02        4.174139e-05
 50.05000000         50.05119810             3.107486e-01          2.632000e-02       6.003072e-02        4.175240e-05
 50.07500000         50.07586390             3.108963e-01          2.633000e-02       6.004552e-02        4.176274e-05
 50.10000000         50.10129430             3.110595e-01          2.634000e-02       6.006078e-02        4.177417e-05
 50.12500000         50.12632890             3.112224e-01          2.635000e-02       6.007580e-02        4.178557e-05
 50.15000000         50.15089930             3.113719e-01          2.636000e-02       6.009054e-02        4.179604e-05
 50.17500000         50.17684350             3.115293e-01          2.637000e-02       6.010611e-02        4.180705e-05
 50.20000000         50.20201400             3.116793e-01          2.638000e-02       6.012121e-02        4.181755e-05
 50.22500000         50.22629550             3.118264e-01          2.639000e-02       6.013578e-02        4.182785e-05
 50.25000000         50.25102380             3.119904e-01          2.640000e-02       6.015061e-02        4.183933e-05
 50.27500000         50.27656460             3.121443e-01          2.641000e-02       6.016594e-02        4.185010e-05
 50.30000000         50.30164220             3.123059e-01          2.642000e-02       6.018099e-02        4.186141e-05
 50.32500000         50.32595610             3.124494e-01          2.643000e-02       6.019557e-02        4.187146e-05
 50.35000000         50.35068740             3.126096e-01          2.644000e-02       6.021041e-02        4.188267e-05
 50.37500000         50.37589740             3.127642e-01          2.645000e-02       6.022554e-02        4.189350e-05
 50.40000000         50.40048930             3.129193e-01          2.646000e-02       6.024029e-02        4.190435e-05
 50.42500000         50.42599520             3.130773e-01          2.647000e-02       6.025560e-02        4.191541e-05
 50.45000000         50.45058200             3.132265e-01          2.648000e-02       6.027035e-02        4.192586e-05
 50.47500000         50.47588040             3.133853e-01          2.649000e-02       6.028553e-02        4.193697e-05
 50.50000000         50.50072730             3.135411e-01          2.650000e-02       6.030044e-02        4.194788e-05
 50.52500000         50.52585180             3.136989e-01          2.651000e-02       6.031551e-02        4.195892e-05
 50.55000000         50.55121200             3.138512e-01          2.652000e-02       6.033073e-02        4.196958e-05
 50.57500000         50.57641900             3.140043e-01          2.653000e-02       6.034585e-02        4.198030e-05
 50.60000000         50.60065660             3.141610e-01          2.654000e-02       6.036039e-02        4.199127e-05
 50.62500000         50.62592230             3.143137e-01          2.655000e-02       6.037555e-02        4.200196e-05
 50.65000000         50.65142490             3.144764e-01          2.656000e-02       6.039085e-02        4.201334e-05
 50.67500000         50.67638500             3.146349e-01          2.657000e-02       6.040583e-02        4.202444e-05
 50.70000000         50.70151480             3.147858e-01          2.658000e-02       6.042091e-02        4.203501e-05
 50.72500000         50.72638810             3.149374e-01          2.659000e-02       6.043583e-02        4.204562e-05
 50.75000000         50.75134460             3.150995e-01          2.660000e-02       6.045081e-02        4.205697e-05
 50.77500000         50.77628670             3.152532e-01          2.661000e-02       6.046577e-02        4.206773e-05
 50.80000000         50.80062150             3.154008e-01          2.662000e-02       6.048037e-02        4.207805e-05
 50.82500000         50.82653800             3.155636e-01          2.663000e-02       6.049592e-02        4.208945e-05
 50.85000000         50.85120500             3.157253e-01          2.664000e-02       6.051072e-02        4.210077e-05
 50.87500000         50.87677380             3.158717e-01          2.665000e-02       6.052606e-02        4.211102e-05
 50.90000000         50.90015720             3.160261e-01          2.666000e-02       6.054009e-02        4.212183e-05
 50.92500000         50.92642820             3.161825e-01          2.667000e-02       6.055586e-02        4.213277e-05
 50.95000000         50.95165590             3.163399e-01          2.668000e-02       6.057099e-02        4.214379e-05
 50.97500000         50.97539390             3.164851e-01          2.669000e-02       6.058524e-02        4.215396e-05
 51.00000000         51.00141050             3.166499e-01          2.670000e-02       6.060085e-02        4.216549e-05
 51.02500000         51.02592520             3.168037e-01          2.671000e-02       6.061556e-02        4.217626e-05
 51.05000000         51.05112910             3.169582e-01          2.672000e-02       6.063068e-02        4.218707e-05
 51.07500000         51.07613840             3.171116e-01          2.673000e-02       6.064568e-02        4.219782e-05
 51.10000000         51.10120300             3.172659e-01          2.674000e-02       6.066072e-02        4.220862e-05
 51.12500000         51.12578000             3.174174e-01          2.675000e-02       6.067547e-02        4.221922e-05
 51.15000000         51.15069230             3.175728e-01          2.676000e-02       6.069042e-02        4.223010e-05
 51.17500000         51.17636440             3.177336e-01          2.677000e-02       6.070582e-02        4.224136e-05
 51.20000000         51.20171260             3.178912e-01          2.678000e-02       6.072103e-02        4.225239e-05
 51.22500000         51.22594090             3.180499e-01          2.679000e-02       6.073556e-02        4.226349e-05
 51.25000000         51.25036730             3.181973e-01          2.680000e-02       6.075022e-02        4.227381e-05
 51.27500000         51.27661990             3.183613e-01          2.681000e-02       6.076597e-02        4.228529e-05
 51.30000000         51.30049290             3.185053e-01          2.682000e-02       6.078030e-02        4.229537e-05
 51.32500000         51.32562170             3.186659e-01          2.683000e-02       6.079537e-02        4.230662e-05
 51.35000000         51.35058330             3.188161e-01          2.684000e-02       6.081035e-02        4.231713e-05
 51.37500000         51.37568870             3.189733e-01          2.685000e-02       6.082541e-02        4.232813e-05
 51.40000000         51.40069820             3.191250e-01          2.686000e-02       6.084042e-02        4.233875e-05
 51.42500000         51.42618680             3.192842e-01          2.687000e-02       6.085571e-02        4.234990e-05
 51.45000000         51.45106010             3.194454e-01          2.688000e-02       6.087064e-02        4.236118e-05
 51.47500000         51.47664660             3.195981e-01          2.689000e-02       6.088599e-02        4.237187e-05
 51.50000000         51.50099580             3.197466e-01          2.690000e-02       6.090060e-02        4.238226e-05
 51.52500000         51.52543550             3.198995e-01          2.691000e-02       6.091526e-02        4.239297e-05
 51.55000000         51.55137190             3.200648e-01          2.692000e-02       6.093082e-02        4.240454e-05
 51.57500000         51.57608190             3.202191e-01          2.693000e-02       6.094565e-02        4.241534e-05
 51.60000000         51.60115050             3.203735e-01          2.694000e-02       6.096069e-02        4.242614e-05
 51.62500000         51.62625190             3.205281e-01          2.695000e-02       6.097575e-02        4.243696e-05
 51.65000000         51.65133970             3.206877e-01          2.696000e-02       6.099080e-02        4.244814e-05
 51.67500000         51.67662460             3.208504e-01          2.697000e-02       6.100597e-02        4.245953e-05
 51.70000000         51.70067410             3.209936e-01          2.698000e-02       6.102040e-02        4.246955e-05
 51.72500000         51.72583730             3.211464e-01          2.699000e-02       6.103550e-02        4.248025e-05
 51.75000000         51.75134520             3.213043e-01          2.700000e-02       6.105081e-02        4.249130e-05
 51.77500000         51.77596810             3.214599e-01          2.701000e-02       6.106558e-02        4.250220e-05
 51.80000000         51.80102910             3.216186e-01          2.702000e-02       6.108062e-02        4.251330e-05
 51.82500000         51.82619330             3.217736e-01          2.703000e-02       6.109572e-02        4.252415e-05
 51.85000000         51.85144180             3.219274e-01          2.704000e-02       6.111087e-02        4.253492e-05
 51.87500000         51.87560850             3.220782e-01          2.705000e-02       6.112537e-02        4.254548e-05
 51.90000000         51.90095170             3.222340e-01          2.706000e-02       6.114057e-02        4.255638e-05
 51.92500000         51.92575070             3.223907e-01          2.707000e-02       6.115545e-02        4.256735e-05
 51.95000000         51.95093700             3.225451e-01          2.708000e-02       6.117056e-02        4.257816e-05
 51.97500000         51.97580270             3.226999e-01          2.709000e-02       6.118548e-02        4.258899e-05
 52.00000000         52.00079170             3.228513e-01          2.710000e-02       6.120048e-02        4.259959e-05
 52.02500000         52.02593540             3.230167e-01          2.711000e-02       6.121556e-02        4.261117e-05
 52.05000000         52.05116670             3.231673e-01          2.712000e-02       6.123070e-02        4.262171e-05
 52.07500000         52.07613340             3.233239e-01          2.713000e-02       6.124568e-02        4.263267e-05
 52.10000000         52.10113280             3.234785e-01          2.714000e-02       6.126068e-02        4.264350e-05
 52.12500000         52.12518580             3.236352e-01          2.715000e-02       6.127511e-02        4.265446e-05
 52.15000000         52.15063080             3.237862e-01          2.716000e-02       6.129038e-02        4.266504e-05
 52.17500000         52.17595670             3.239501e-01          2.717000e-02       6.130557e-02        4.267650e-05
 52.20000000         52.20068600             3.240952e-01          2.718000e-02       6.132041e-02        4.268666e-05
 52.22500000         52.22569760             3.242513e-01          2.719000e-02       6.133542e-02        4.269759e-05
 52.25000000         52.25051570             3.244117e-01          2.720000e-02       6.135031e-02        4.270882e-05
 52.27500000         52.27561050             3.245699e-01          2.721000e-02       6.136537e-02        4.271990e-05
 52.30000000         52.30069310             3.247208e-01          2.722000e-02       6.138042e-02        4.273046e-05
 52.32500000         52.32498060             3.248741e-01          2.723000e-02       6.139499e-02        4.274118e-05
 52.35000000         52.35021510             3.250253e-01          2.724000e-02       6.141013e-02        4.275177e-05
 52.37500000         52.37529100             3.251785e-01          2.725000e-02       6.142517e-02        4.276250e-05
 52.40000000         52.40040700             3.253380e-01          2.726000e-02       6.144024e-02        4.277366e-05
 52.42500000         52.42599110             3.254988e-01          2.727000e-02       6.145559e-02        4.278492e-05
 52.45000000         52.45087970             3.256519e-01          2.728000e-02       6.147053e-02        4.279563e-05
 52.47500000         52.47605350             3.258133e-01          2.729000e-02       6.148563e-02        4.280693e-05
 52.50000000         52.50089980             3.259662e-01          2.730000e-02       6.150054e-02        4.281763e-05
 52.52500000         52.52645920             3.261227e-01          2.731000e-02       6.151588e-02        4.282859e-05
 52.55000000         52.55091150             3.262729e-01          2.732000e-02       6.153055e-02        4.283910e-05
 52.57500000         52.57590020             3.264333e-01          2.733000e-02       6.154554e-02        4.285033e-05
 52.60000000         52.60151060             3.265897e-01          2.734000e-02       6.156091e-02        4.286128e-05
 52.62500000         52.62597190             3.267420e-01          2.735000e-02       6.157558e-02        4.287194e-05
 52.65000000         52.65174320             3.269004e-01          2.736000e-02       6.159105e-02        4.288303e-05
 52.67500000         52.67668010             3.270537e-01          2.737000e-02       6.160601e-02        4.289376e-05
 52.70000000         52.70065240             3.272038e-01          2.738000e-02       6.162039e-02        4.290426e-05
 52.72500000         52.72625150             3.273651e-01          2.739000e-02       6.163575e-02        4.291556e-05
 52.75000000         52.75067240             3.275118e-01          2.740000e-02       6.165040e-02        4.292582e-05
 52.77500000         52.77609210             3.276677e-01          2.741000e-02       6.166566e-02        4.293674e-05
 52.80000000         52.80094320             3.278266e-01          2.742000e-02       6.168057e-02        4.294786e-05
 52.82500000         52.82577330             3.279842e-01          2.743000e-02       6.169546e-02        4.295889e-05
 52.85000000         52.85031330             3.281362e-01          2.744000e-02       6.171019e-02        4.296953e-05
 52.87500000         52.87540360             3.282888e-01          2.745000e-02       6.172524e-02        4.298021e-05
 52.90000000         52.90013750             3.284409e-01          2.746000e-02       6.174008e-02        4.299087e-05
 52.92500000         52.92633630             3.286025e-01          2.747000e-02       6.175580e-02        4.300217e-05
 52.95000000         52.95129380             3.287584e-01          2.748000e-02       6.177078e-02        4.301309e-05
 52.97500000         52.97550550             3.289143e-01          2.749000e-02       6.178530e-02        4.302400e-05
 53.00000000         53.00072850             3.290682e-01          2.750000e-02       6.180044e-02        4.303478e-05
 53.02500000         53.02592230             3.292213e-01          2.751000e-02       6.181555e-02        4.304549e-05
 53.05000000         53.05045680             3.293735e-01          2.752000e-02       6.183027e-02        4.305615e-05
 53.07500000         53.07520130             3.295336e-01          2.753000e-02       6.184512e-02        4.306735e-05
 53.10000000         53.10071890             3.296886e-01          2.754000e-02       6.186043e-02        4.307820e-05
 53.12500000         53.12656330             3.298522e-01          2.755000e-02       6.187594e-02        4.308965e-05
 53.15000000         53.15031450             3.299981e-01          2.756000e-02       6.189019e-02        4.309987e-05
 53.17500000         53.17573560             3.301520e-01          2.757000e-02       6.190544e-02        4.311064e-05
 53.20000000         53.20110000             3.303094e-01          2.758000e-02       6.192066e-02        4.312166e-05
 53.22500000         53.22534890             3.304639e-01          2.759000e-02       6.193521e-02        4.313247e-05
 53.25000000         53.25066230             3.306180e-01          2.760000e-02       6.195040e-02        4.314326e-05
 53.27500000         53.27565880             3.307706e-01          2.761000e-02       6.196540e-02        4.315394e-05
 53.30000000         53.30089160             3.309350e-01          2.762000e-02       6.198053e-02        4.316545e-05
 53.32500000         53.32563910             3.310936e-01          2.763000e-02       6.199538e-02        4.317655e-05
 53.35000000         53.35094210             3.312416e-01          2.764000e-02       6.201057e-02        4.318691e-05
 53.37500000         53.37588450             3.313988e-01          2.765000e-02       6.202553e-02        4.319792e-05
 53.40000000         53.40113330             3.315555e-01          2.766000e-02       6.204068e-02        4.320889e-05
 53.42500000         53.42620710             3.317040e-01          2.767000e-02       6.205572e-02        4.321928e-05
 53.45000000         53.45103510             3.318599e-01          2.768000e-02       6.207062e-02        4.323019e-05
 53.47500000         53.47603470             3.320248e-01          2.769000e-02       6.208562e-02        4.324174e-05
 53.50000000         53.50100270             3.321728e-01          2.770000e-02       6.210060e-02        4.325210e-05
 53.52500000         53.52677690             3.323347e-01          2.771000e-02       6.211607e-02        4.326343e-05
 53.55000000         53.55087930             3.324856e-01          2.772000e-02       6.213053e-02        4.327399e-05
 53.57500000         53.57633580             3.326462e-01          2.773000e-02       6.214580e-02        4.328523e-05
 53.60000000         53.60086110             3.327945e-01          2.774000e-02       6.216052e-02        4.329562e-05
 53.62500000         53.62650880             3.329538e-01          2.775000e-02       6.217591e-02        4.330677e-05
 53.65000000         53.65083510             3.331052e-01          2.776000e-02       6.219050e-02        4.331736e-05
 53.67500000         53.67535620             3.332606e-01          2.777000e-02       6.220521e-02        4.332825e-05
 53.70000000         53.70048840             3.334103e-01          2.778000e-02       6.222029e-02        4.333872e-05
 53.72500000         53.72516280             3.335740e-01          2.779000e-02       6.223510e-02        4.335018e-05
 53.75000000         53.75051270             3.337249e-01          2.780000e-02       6.225031e-02        4.336074e-05
 53.77500000         53.77546500             3.338806e-01          2.781000e-02       6.226528e-02        4.337164e-05
 53.80000000         53.80144140             3.340363e-01          2.782000e-02       6.228086e-02        4.338254e-05
 53.82500000         53.82595390             3.341965e-01          2.783000e-02       6.229557e-02        4.339375e-05
 53.85000000         53.85098490             3.343513e-01          2.784000e-02       6.231059e-02        4.340459e-05
 53.87500000         53.87588090             3.345117e-01          2.785000e-02       6.232553e-02        4.341582e-05
 53.90000000         53.90066590             3.346645e-01          2.786000e-02       6.234040e-02        4.342651e-05
 53.92500000         53.92550720             3.348127e-01          2.787000e-02       6.235530e-02        4.343689e-05
 53.95000000         53.95069990             3.349742e-01          2.788000e-02       6.237042e-02        4.344819e-05
 53.97500000         53.97556630             3.351277e-01          2.789000e-02       6.238534e-02        4.345894e-05
 54.00000000         54.00074560             3.352855e-01          2.790000e-02       6.240045e-02        4.346998e-05
 54.02500000         54.02569300             3.354360e-01          2.791000e-02       6.241542e-02        4.348052e-05
 54.05000000         54.05099510             3.355942e-01          2.792000e-02       6.243060e-02        4.349159e-05
 54.07500000         54.07549010             3.357432e-01          2.793000e-02       6.244529e-02        4.350202e-05
 54.10000000         54.09965830             3.358959e-01          2.794000e-02       6.245979e-02        4.351271e-05
 54.12500000         54.12567200             3.360565e-01          2.795000e-02       6.247540e-02        4.352395e-05
 54.15000000         54.15052110             3.362140e-01          2.796000e-02       6.249031e-02        4.353498e-05
 54.17500000         54.17538560             3.363668e-01          2.797000e-02       6.250523e-02        4.354568e-05
 54.20000000         54.20148820             3.365281e-01          2.798000e-02       6.252089e-02        4.355697e-05
 54.22500000         54.22622090             3.366796e-01          2.799000e-02       6.253573e-02        4.356757e-05
 54.25000000         54.25025660             3.368353e-01          2.800000e-02       6.255015e-02        4.357847e-05
 54.27500000         54.27635810             3.369968e-01          2.801000e-02       6.256581e-02        4.358978e-05
 54.30000000         54.30157110             3.371554e-01          2.802000e-02       6.258094e-02        4.360088e-05
 54.32500000         54.32581490             3.373052e-01          2.803000e-02       6.259549e-02        4.361137e-05
 54.35000000         54.35061300             3.374542e-01          2.804000e-02       6.261037e-02        4.362179e-05
 54.37500000         54.37597710             3.376104e-01          2.805000e-02       6.262559e-02        4.363273e-05
 54.40000000         54.40121480             3.377736e-01          2.806000e-02       6.264073e-02        4.364416e-05
 54.42500000         54.42644560             3.379214e-01          2.807000e-02       6.265587e-02        4.365450e-05
 54.45000000         54.45059590             3.380716e-01          2.808000e-02       6.267036e-02        4.366501e-05
 54.47500000         54.47601180             3.382327e-01          2.809000e-02       6.268561e-02        4.367629e-05
 54.50000000         54.50050580             3.383919e-01          2.810000e-02       6.270030e-02        4.368743e-05
 54.52500000         54.52533440             3.385441e-01          2.811000e-02       6.271520e-02        4.369808e-05
 54.55000000         54.55099110             3.387041e-01          2.812000e-02       6.273059e-02        4.370929e-05
 54.57500000         54.57573960             3.388540e-01          2.813000e-02       6.274544e-02        4.371978e-05
 54.60000000         54.60059800             3.390063e-01          2.814000e-02       6.276036e-02        4.373044e-05
 54.62500000         54.62639120             3.391748e-01          2.815000e-02       6.277583e-02        4.374224e-05
