Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
206.82500000        206.82285800             1.284631e+00          1.226125e-01       3.490937e-01        2.899241e-04
206.85000000        206.84773200             1.284787e+00          1.226250e-01       3.491086e-01        2.899351e-04
206.87500000        206.87075700             1.284946e+00          1.226375e-01       3.491225e-01        2.899462e-04
206.90000000        206.89549700             1.285113e+00          1.226500e-01       3.491373e-01        2.899579e-04
206.92500000        206.91988000             1.285222e+00          1.226625e-01       3.491519e-01        2.899655e-04
206.95000000        206.94410500             1.285404e+00          1.226750e-01       3.491665e-01        2.899783e-04
206.97500000        206.97082200             1.285579e+00          1.226875e-01       3.491825e-01        2.899906e-04
207.00000000        206.99602100             1.285711e+00          1.227000e-01       3.491976e-01        2.899997e-04
207.02500000        207.02224800             1.285881e+00          1.227125e-01       3.492133e-01        2.900117e-04
207.05000000        207.04654700             1.286031e+00          1.227250e-01       3.492279e-01        2.900222e-04
207.07500000        207.06951300             1.286176e+00          1.227375e-01       3.492417e-01        2.900323e-04
207.10000000        207.09561200             1.286330e+00          1.227500e-01       3.492574e-01        2.900431e-04
207.12500000        207.12078200             1.286454e+00          1.227625e-01       3.492725e-01        2.900518e-04
207.15000000        207.14685000             1.286592e+00          1.227750e-01       3.492881e-01        2.900615e-04
207.17500000        207.17178000             1.286780e+00          1.227875e-01       3.493031e-01        2.900746e-04
207.20000000        207.19707100             1.286942e+00          1.228000e-01       3.493182e-01        2.900859e-04
207.22500000        207.22070000             1.287094e+00          1.228125e-01       3.493324e-01        2.900966e-04
207.25000000        207.24530900             1.287236e+00          1.228250e-01       3.493472e-01        2.901065e-04
207.27500000        207.27095900             1.287406e+00          1.228375e-01       3.493626e-01        2.901184e-04
207.30000000        207.29608500             1.287582e+00          1.228500e-01       3.493777e-01        2.901307e-04
207.32500000        207.32145900             1.287722e+00          1.228625e-01       3.493929e-01        2.901405e-04
207.35000000        207.34615200             1.287888e+00          1.228750e-01       3.494077e-01        2.901522e-04
207.37500000        207.37168300             1.288065e+00          1.228875e-01       3.494230e-01        2.901645e-04
207.40000000        207.39573700             1.288210e+00          1.229000e-01       3.494374e-01        2.901747e-04
207.42500000        207.41979500             1.288364e+00          1.229125e-01       3.494519e-01        2.901855e-04
207.45000000        207.44535700             1.288497e+00          1.229250e-01       3.494672e-01        2.901948e-04
207.47500000        207.46964300             1.288654e+00          1.229375e-01       3.494818e-01        2.902058e-04
207.50000000        207.49498600             1.288819e+00          1.229500e-01       3.494970e-01        2.902173e-04
207.52500000        207.51978300             1.288970e+00          1.229625e-01       3.495119e-01        2.902279e-04
207.55000000        207.54404800             1.289103e+00          1.229750e-01       3.495264e-01        2.902372e-04
207.57500000        207.57052500             1.289287e+00          1.229875e-01       3.495423e-01        2.902501e-04
207.60000000        207.59570400             1.289440e+00          1.230000e-01       3.495574e-01        2.902608e-04
207.62500000        207.62092700             1.289621e+00          1.230125e-01       3.495726e-01        2.902735e-04
207.65000000        207.64527900             1.289782e+00          1.230250e-01       3.495872e-01        2.902847e-04
207.67500000        207.67137200             1.289902e+00          1.230375e-01       3.496028e-01        2.902932e-04
207.70000000        207.69528300             1.290034e+00          1.230500e-01       3.496172e-01        2.903024e-04
207.72500000        207.71996600             1.290227e+00          1.230625e-01       3.496320e-01        2.903159e-04
207.75000000        207.74438200             1.290381e+00          1.230750e-01       3.496466e-01        2.903267e-04
207.77500000        207.76960900             1.290496e+00          1.230875e-01       3.496618e-01        2.903347e-04
207.80000000        207.79328400             1.290662e+00          1.231000e-01       3.496760e-01        2.903463e-04
207.82500000        207.81903800             1.290824e+00          1.231125e-01       3.496914e-01        2.903577e-04
207.85000000        207.84495100             1.290998e+00          1.231250e-01       3.497070e-01        2.903698e-04
207.87500000        207.86974100             1.291147e+00          1.231375e-01       3.497218e-01        2.903803e-04
207.90000000        207.89365700             1.291288e+00          1.231500e-01       3.497362e-01        2.903901e-04
207.92500000        207.92084500             1.291474e+00          1.231625e-01       3.497525e-01        2.904032e-04
207.95000000        207.94535200             1.291625e+00          1.231750e-01       3.497672e-01        2.904137e-04
207.97500000        207.97190800             1.291744e+00          1.231875e-01       3.497831e-01        2.904221e-04
208.00000000        207.99430600             1.291901e+00          1.232000e-01       3.497966e-01        2.904331e-04
208.02500000        208.01922200             1.292084e+00          1.232125e-01       3.498115e-01        2.904459e-04
208.05000000        208.04394300             1.292198e+00          1.232250e-01       3.498264e-01        2.904539e-04
208.07500000        208.06893300             1.292376e+00          1.232375e-01       3.498414e-01        2.904663e-04
208.10000000        208.09429100             1.292511e+00          1.232500e-01       3.498566e-01        2.904758e-04
208.12500000        208.11766700             1.292682e+00          1.232625e-01       3.498706e-01        2.904878e-04
208.15000000        208.14469700             1.292840e+00          1.232750e-01       3.498868e-01        2.904988e-04
208.17500000        208.16962900             1.292992e+00          1.232875e-01       3.499018e-01        2.905094e-04
208.20000000        208.19446600             1.293151e+00          1.233000e-01       3.499167e-01        2.905206e-04
208.22500000        208.21984600             1.293346e+00          1.233125e-01       3.499319e-01        2.905342e-04
208.25000000        208.24519200             1.293510e+00          1.233250e-01       3.499471e-01        2.905457e-04
208.27500000        208.26834600             1.293622e+00          1.233375e-01       3.499610e-01        2.905535e-04
208.30000000        208.29595100             1.293787e+00          1.233500e-01       3.499776e-01        2.905651e-04
208.32500000        208.31969200             1.293955e+00          1.233625e-01       3.499918e-01        2.905769e-04
208.35000000        208.34393500             1.294103e+00          1.233750e-01       3.500064e-01        2.905872e-04
208.37500000        208.36808800             1.294249e+00          1.233875e-01       3.500209e-01        2.905974e-04
208.40000000        208.39347100             1.294407e+00          1.234000e-01       3.500361e-01        2.906085e-04
208.42500000        208.42027200             1.294551e+00          1.234125e-01       3.500522e-01        2.906185e-04
208.45000000        208.44476300             1.294698e+00          1.234250e-01       3.500669e-01        2.906288e-04
208.47500000        208.46814700             1.294876e+00          1.234375e-01       3.500809e-01        2.906413e-04
208.50000000        208.49500100             1.295020e+00          1.234500e-01       3.500970e-01        2.906514e-04
208.52500000        208.52116900             1.295206e+00          1.234625e-01       3.501127e-01        2.906644e-04
208.55000000        208.54638900             1.295368e+00          1.234750e-01       3.501278e-01        2.906758e-04
208.57500000        208.57018200             1.295498e+00          1.234875e-01       3.501421e-01        2.906849e-04
208.60000000        208.59593600             1.295658e+00          1.235000e-01       3.501576e-01        2.906961e-04
208.62500000        208.62240300             1.295811e+00          1.235125e-01       3.501734e-01        2.907068e-04
208.65000000        208.64671900             1.295966e+00          1.235250e-01       3.501880e-01        2.907176e-04
208.67500000        208.67104600             1.296102e+00          1.235375e-01       3.502026e-01        2.907271e-04
208.70000000        208.69402600             1.296259e+00          1.235500e-01       3.502164e-01        2.907381e-04
208.72500000        208.71866200             1.296398e+00          1.235625e-01       3.502312e-01        2.907479e-04
208.75000000        208.74374700             1.296574e+00          1.235750e-01       3.502462e-01        2.907602e-04
208.77500000        208.77009600             1.296755e+00          1.235875e-01       3.502621e-01        2.907728e-04
208.80000000        208.79694300             1.296874e+00          1.236000e-01       3.502782e-01        2.907812e-04
208.82500000        208.82186300             1.297041e+00          1.236125e-01       3.502931e-01        2.907929e-04
208.85000000        208.84570700             1.297189e+00          1.236250e-01       3.503074e-01        2.908032e-04
208.87500000        208.87107200             1.297377e+00          1.236375e-01       3.503226e-01        2.908164e-04
208.90000000        208.89582000             1.297519e+00          1.236500e-01       3.503375e-01        2.908264e-04
208.92500000        208.92131100             1.297672e+00          1.236625e-01       3.503528e-01        2.908370e-04
208.95000000        208.94436400             1.297802e+00          1.236750e-01       3.503666e-01        2.908461e-04
208.97500000        208.97067600             1.297964e+00          1.236875e-01       3.503824e-01        2.908575e-04
209.00000000        208.99427200             1.298122e+00          1.237000e-01       3.503966e-01        2.908686e-04
209.02500000        209.02059600             1.298255e+00          1.237125e-01       3.504124e-01        2.908779e-04
209.05000000        209.04503000             1.298461e+00          1.237250e-01       3.504270e-01        2.908923e-04
209.07500000        209.06972400             1.298605e+00          1.237375e-01       3.504418e-01        2.909024e-04
209.10000000        209.09546800             1.298753e+00          1.237500e-01       3.504573e-01        2.909127e-04
209.12500000        209.11870800             1.298875e+00          1.237625e-01       3.504712e-01        2.909212e-04
209.15000000        209.14410700             1.299065e+00          1.237750e-01       3.504865e-01        2.909346e-04
209.17500000        209.16949600             1.299225e+00          1.237875e-01       3.505017e-01        2.909458e-04
209.20000000        209.19612600             1.299378e+00          1.238000e-01       3.505177e-01        2.909565e-04
209.22500000        209.22020100             1.299519e+00          1.238125e-01       3.505321e-01        2.909663e-04
209.25000000        209.24523900             1.299691e+00          1.238250e-01       3.505471e-01        2.909784e-04
209.27500000        209.27094400             1.299847e+00          1.238375e-01       3.505626e-01        2.909893e-04
209.30000000        209.29552300             1.299981e+00          1.238500e-01       3.505773e-01        2.909986e-04
209.32500000        209.32126700             1.300138e+00          1.238625e-01       3.505928e-01        2.910097e-04
209.35000000        209.34570300             1.300258e+00          1.238750e-01       3.506074e-01        2.910181e-04
209.37500000        209.37121600             1.300451e+00          1.238875e-01       3.506227e-01        2.910315e-04
209.40000000        209.39647300             1.300596e+00          1.239000e-01       3.506379e-01        2.910417e-04
209.42500000        209.42197500             1.300761e+00          1.239125e-01       3.506532e-01        2.910533e-04
209.45000000        209.44662100             1.300935e+00          1.239250e-01       3.506680e-01        2.910654e-04
209.47500000        209.47068700             1.301054e+00          1.239375e-01       3.506824e-01        2.910738e-04
209.50000000        209.49543600             1.301235e+00          1.239500e-01       3.506973e-01        2.910864e-04
209.52500000        209.52056500             1.301359e+00          1.239625e-01       3.507123e-01        2.910951e-04
209.55000000        209.54515600             1.301541e+00          1.239750e-01       3.507271e-01        2.911079e-04
209.57500000        209.57152400             1.301692e+00          1.239875e-01       3.507429e-01        2.911185e-04
209.60000000        209.59479700             1.301826e+00          1.240000e-01       3.507569e-01        2.911278e-04
209.62500000        209.62110300             1.301981e+00          1.240125e-01       3.507727e-01        2.911387e-04
209.65000000        209.64495900             1.302148e+00          1.240250e-01       3.507870e-01        2.911503e-04
209.67500000        209.67014800             1.302293e+00          1.240375e-01       3.508021e-01        2.911605e-04
209.70000000        209.69482700             1.302445e+00          1.240500e-01       3.508169e-01        2.911711e-04
209.72500000        209.71891800             1.302609e+00          1.240625e-01       3.508314e-01        2.911827e-04
209.75000000        209.74394200             1.302751e+00          1.240750e-01       3.508464e-01        2.911926e-04
209.77500000        209.76856500             1.302947e+00          1.240875e-01       3.508611e-01        2.912063e-04
209.80000000        209.79408400             1.303058e+00          1.241000e-01       3.508765e-01        2.912141e-04
209.82500000        209.82149400             1.303234e+00          1.241125e-01       3.508929e-01        2.912264e-04
209.85000000        209.84639500             1.303377e+00          1.241250e-01       3.509078e-01        2.912364e-04
209.87500000        209.87208700             1.303567e+00          1.241375e-01       3.509233e-01        2.912497e-04
209.90000000        209.89473200             1.303701e+00          1.241500e-01       3.509368e-01        2.912591e-04
209.92500000        209.91979900             1.303894e+00          1.241625e-01       3.509519e-01        2.912726e-04
209.95000000        209.94674800             1.304030e+00          1.241750e-01       3.509680e-01        2.912821e-04
209.97500000        209.97072900             1.304194e+00          1.241875e-01       3.509824e-01        2.912936e-04
210.00000000        209.99494000             1.304339e+00          1.242000e-01       3.509970e-01        2.913038e-04
210.02500000        210.01977600             1.304469e+00          1.242125e-01       3.510119e-01        2.913128e-04
210.05000000        210.04402800             1.304634e+00          1.242250e-01       3.510264e-01        2.913244e-04
210.07500000        210.07046200             1.304802e+00          1.242375e-01       3.510423e-01        2.913362e-04
210.10000000        210.09592400             1.304948e+00          1.242500e-01       3.510576e-01        2.913464e-04
210.12500000        210.12041700             1.305120e+00          1.242625e-01       3.510723e-01        2.913584e-04
210.15000000        210.14596700             1.305253e+00          1.242750e-01       3.510876e-01        2.913677e-04
210.17500000        210.17120100             1.305433e+00          1.242875e-01       3.511027e-01        2.913803e-04
210.20000000        210.19638600             1.305571e+00          1.243000e-01       3.511178e-01        2.913900e-04
210.22500000        210.22029900             1.305724e+00          1.243125e-01       3.511322e-01        2.914006e-04
210.25000000        210.24567400             1.305866e+00          1.243250e-01       3.511474e-01        2.914106e-04
210.27500000        210.27079400             1.306057e+00          1.243375e-01       3.511625e-01        2.914240e-04
210.30000000        210.29709600             1.306186e+00          1.243500e-01       3.511783e-01        2.914330e-04
210.32500000        210.32119100             1.306361e+00          1.243625e-01       3.511927e-01        2.914453e-04
210.35000000        210.34635500             1.306507e+00          1.243750e-01       3.512078e-01        2.914555e-04
210.37500000        210.37002800             1.306664e+00          1.243875e-01       3.512220e-01        2.914665e-04
210.40000000        210.39508600             1.306791e+00          1.244000e-01       3.512371e-01        2.914754e-04
210.42500000        210.42050400             1.306984e+00          1.244125e-01       3.512523e-01        2.914889e-04
210.45000000        210.44567400             1.307129e+00          1.244250e-01       3.512674e-01        2.914990e-04
210.47500000        210.47097900             1.307278e+00          1.244375e-01       3.512826e-01        2.915094e-04
210.50000000        210.49523400             1.307465e+00          1.244500e-01       3.512971e-01        2.915226e-04
210.52500000        210.51987200             1.307615e+00          1.244625e-01       3.513119e-01        2.915330e-04
210.55000000        210.54537800             1.307738e+00          1.244750e-01       3.513272e-01        2.915417e-04
210.57500000        210.57024200             1.307904e+00          1.244875e-01       3.513421e-01        2.915533e-04
210.60000000        210.59391900             1.308075e+00          1.245000e-01       3.513564e-01        2.915652e-04
210.62500000        210.61951300             1.308204e+00          1.245125e-01       3.513717e-01        2.915743e-04
210.65000000        210.64597800             1.308379e+00          1.245250e-01       3.513876e-01        2.915865e-04
210.67500000        210.66981500             1.308529e+00          1.245375e-01       3.514019e-01        2.915970e-04
210.70000000        210.69465800             1.308670e+00          1.245500e-01       3.514168e-01        2.916069e-04
210.72500000        210.72102200             1.308815e+00          1.245625e-01       3.514326e-01        2.916170e-04
210.75000000        210.74607100             1.308967e+00          1.245750e-01       3.514476e-01        2.916277e-04
210.77500000        210.76973900             1.309152e+00          1.245875e-01       3.514618e-01        2.916406e-04
210.80000000        210.79515500             1.309309e+00          1.246000e-01       3.514771e-01        2.916516e-04
210.82500000        210.82059200             1.309450e+00          1.246125e-01       3.514924e-01        2.916615e-04
210.85000000        210.84475800             1.309581e+00          1.246250e-01       3.515069e-01        2.916707e-04
210.87500000        210.86963200             1.309712e+00          1.246375e-01       3.515218e-01        2.916798e-04
210.90000000        210.89559500             1.309913e+00          1.246500e-01       3.515374e-01        2.916939e-04
210.92500000        210.92144800             1.310061e+00          1.246625e-01       3.515529e-01        2.917043e-04
210.95000000        210.94495900             1.310227e+00          1.246750e-01       3.515670e-01        2.917159e-04
210.97500000        210.96972000             1.310378e+00          1.246875e-01       3.515818e-01        2.917264e-04
211.00000000        210.99400500             1.310510e+00          1.247000e-01       3.515964e-01        2.917357e-04
211.02500000        211.02112500             1.310686e+00          1.247125e-01       3.516127e-01        2.917481e-04
211.05000000        211.04506700             1.310871e+00          1.247250e-01       3.516270e-01        2.917610e-04
211.07500000        211.06960600             1.311017e+00          1.247375e-01       3.516418e-01        2.917712e-04
211.10000000        211.09571200             1.311176e+00          1.247500e-01       3.516574e-01        2.917823e-04
211.12500000        211.11964200             1.311283e+00          1.247625e-01       3.516718e-01        2.917898e-04
211.15000000        211.14611500             1.311442e+00          1.247750e-01       3.516877e-01        2.918009e-04
211.17500000        211.17019100             1.311583e+00          1.247875e-01       3.517021e-01        2.918108e-04
211.20000000        211.19482800             1.311764e+00          1.248000e-01       3.517169e-01        2.918235e-04
211.22500000        211.22087400             1.311932e+00          1.248125e-01       3.517325e-01        2.918352e-04
211.25000000        211.24451200             1.312065e+00          1.248250e-01       3.517467e-01        2.918445e-04
211.27500000        211.27163000             1.312223e+00          1.248375e-01       3.517630e-01        2.918556e-04
211.30000000        211.29672700             1.312398e+00          1.248500e-01       3.517780e-01        2.918679e-04
211.32500000        211.32083200             1.312545e+00          1.248625e-01       3.517925e-01        2.918781e-04
211.35000000        211.34608600             1.312682e+00          1.248750e-01       3.518077e-01        2.918878e-04
211.37500000        211.37002500             1.312862e+00          1.248875e-01       3.518220e-01        2.919003e-04
211.40000000        211.39554100             1.313025e+00          1.249000e-01       3.518373e-01        2.919118e-04
211.42500000        211.41997100             1.313157e+00          1.249125e-01       3.518520e-01        2.919210e-04
211.45000000        211.44550200             1.313321e+00          1.249250e-01       3.518673e-01        2.919325e-04
211.47500000        211.47012000             1.313476e+00          1.249375e-01       3.518821e-01        2.919433e-04
211.50000000        211.49553000             1.313651e+00          1.249500e-01       3.518973e-01        2.919555e-04
211.52500000        211.51989300             1.313780e+00          1.249625e-01       3.519119e-01        2.919646e-04
211.55000000        211.54558700             1.313940e+00          1.249750e-01       3.519274e-01        2.919758e-04
211.57500000        211.57098800             1.314110e+00          1.249875e-01       3.519426e-01        2.919877e-04
211.60000000        211.59446200             1.314222e+00          1.250000e-01       3.519567e-01        2.919955e-04
211.62500000        211.61940600             1.314394e+00          1.250125e-01       3.519716e-01        2.920076e-04
211.65000000        211.64464900             1.314549e+00          1.250250e-01       3.519868e-01        2.920184e-04
211.67500000        211.66962200             1.314702e+00          1.250375e-01       3.520018e-01        2.920291e-04
211.70000000        211.69380700             1.314870e+00          1.250500e-01       3.520163e-01        2.920409e-04
211.72500000        211.72144700             1.315038e+00          1.250625e-01       3.520329e-01        2.920527e-04
211.75000000        211.74731200             1.315182e+00          1.250750e-01       3.520484e-01        2.920627e-04
211.77500000        211.77190400             1.315316e+00          1.250875e-01       3.520631e-01        2.920721e-04
211.80000000        211.79528800             1.315473e+00          1.251000e-01       3.520772e-01        2.920831e-04
211.82500000        211.82150800             1.315637e+00          1.251125e-01       3.520929e-01        2.920946e-04
211.85000000        211.84613100             1.315808e+00          1.251250e-01       3.521077e-01        2.921065e-04
211.87500000        211.86949400             1.315916e+00          1.251375e-01       3.521217e-01        2.921141e-04
211.90000000        211.89366000             1.316104e+00          1.251500e-01       3.521362e-01        2.921273e-04
211.92500000        211.91906700             1.316277e+00          1.251625e-01       3.521514e-01        2.921394e-04
211.95000000        211.94465400             1.316419e+00          1.251750e-01       3.521668e-01        2.921493e-04
211.97500000        211.96928900             1.316557e+00          1.251875e-01       3.521816e-01        2.921590e-04
212.00000000        211.99576000             1.316700e+00          1.252000e-01       3.521975e-01        2.921690e-04
212.02500000        212.01900300             1.316861e+00          1.252125e-01       3.522114e-01        2.921803e-04
212.05000000        212.04584600             1.317049e+00          1.252250e-01       3.522275e-01        2.921935e-04
212.07500000        212.07031300             1.317227e+00          1.252375e-01       3.522422e-01        2.922059e-04
212.10000000        212.09653800             1.317353e+00          1.252500e-01       3.522579e-01        2.922147e-04
212.12500000        212.12087400             1.317511e+00          1.252625e-01       3.522725e-01        2.922258e-04
212.15000000        212.14511500             1.317655e+00          1.252750e-01       3.522871e-01        2.922358e-04
212.17500000        212.17143000             1.317822e+00          1.252875e-01       3.523029e-01        2.922476e-04
212.20000000        212.19520300             1.318011e+00          1.253000e-01       3.523171e-01        2.922608e-04
212.22500000        212.22071700             1.318111e+00          1.253125e-01       3.523324e-01        2.922678e-04
212.25000000        212.24470600             1.318288e+00          1.253250e-01       3.523468e-01        2.922802e-04
212.27500000        212.27070900             1.318425e+00          1.253375e-01       3.523624e-01        2.922897e-04
212.30000000        212.29387000             1.318597e+00          1.253500e-01       3.523763e-01        2.923018e-04
212.32500000        212.31921100             1.318748e+00          1.253625e-01       3.523915e-01        2.923124e-04
212.35000000        212.34557600             1.318892e+00          1.253750e-01       3.524073e-01        2.923224e-04
212.37500000        212.36932700             1.319044e+00          1.253875e-01       3.524216e-01        2.923331e-04
212.40000000        212.39371400             1.319166e+00          1.254000e-01       3.524362e-01        2.923416e-04
212.42500000        212.41883500             1.319331e+00          1.254125e-01       3.524513e-01        2.923532e-04
212.45000000        212.44418200             1.319480e+00          1.254250e-01       3.524665e-01        2.923636e-04
212.47500000        212.46991900             1.319650e+00          1.254375e-01       3.524820e-01        2.923755e-04
212.50000000        212.49578600             1.319791e+00          1.254500e-01       3.524975e-01        2.923853e-04
212.52500000        212.52081700             1.319974e+00          1.254625e-01       3.525125e-01        2.923982e-04
212.55000000        212.54676400             1.320150e+00          1.254750e-01       3.525281e-01        2.924105e-04
212.57500000        212.57141100             1.320286e+00          1.254875e-01       3.525428e-01        2.924201e-04
212.60000000        212.59627500             1.320435e+00          1.255000e-01       3.525578e-01        2.924305e-04
212.62500000        212.62180800             1.320627e+00          1.255125e-01       3.525731e-01        2.924439e-04
212.65000000        212.64797000             1.320769e+00          1.255250e-01       3.525888e-01        2.924538e-04
212.67500000        212.67093800             1.320927e+00          1.255375e-01       3.526026e-01        2.924649e-04
212.70000000        212.69647300             1.321059e+00          1.255500e-01       3.526179e-01        2.924742e-04
212.72500000        212.72230500             1.321242e+00          1.255625e-01       3.526334e-01        2.924870e-04
212.75000000        212.74578100             1.321391e+00          1.255750e-01       3.526475e-01        2.924974e-04
212.77500000        212.77171900             1.321519e+00          1.255875e-01       3.526630e-01        2.925064e-04
212.80000000        212.79655700             1.321678e+00          1.256000e-01       3.526779e-01        2.925174e-04
212.82500000        212.82196900             1.321854e+00          1.256125e-01       3.526932e-01        2.925298e-04
212.85000000        212.84674400             1.322009e+00          1.256250e-01       3.527080e-01        2.925407e-04
212.87500000        212.87313800             1.322142e+00          1.256375e-01       3.527239e-01        2.925499e-04
212.90000000        212.89665500             1.322319e+00          1.256500e-01       3.527380e-01        2.925623e-04
212.92500000        212.92023100             1.322473e+00          1.256625e-01       3.527521e-01        2.925731e-04
212.95000000        212.94612700             1.322621e+00          1.256750e-01       3.527677e-01        2.925835e-04
212.97500000        212.97063100             1.322787e+00          1.256875e-01       3.527824e-01        2.925951e-04
213.00000000        212.99539200             1.322926e+00          1.257000e-01       3.527972e-01        2.926048e-04
213.02500000        213.02056500             1.323103e+00          1.257125e-01       3.528123e-01        2.926172e-04
213.05000000        213.04615500             1.323258e+00          1.257250e-01       3.528277e-01        2.926280e-04
213.07500000        213.07101700             1.323426e+00          1.257375e-01       3.528426e-01        2.926398e-04
213.10000000        213.09520800             1.323530e+00          1.257500e-01       3.528571e-01        2.926471e-04
213.12500000        213.12054100             1.323703e+00          1.257625e-01       3.528723e-01        2.926592e-04
213.15000000        213.14481700             1.323887e+00          1.257750e-01       3.528869e-01        2.926721e-04
213.17500000        213.16990000             1.324047e+00          1.257875e-01       3.529019e-01        2.926833e-04
213.20000000        213.19487600             1.324171e+00          1.258000e-01       3.529169e-01        2.926920e-04
213.22500000        213.21953500             1.324314e+00          1.258125e-01       3.529317e-01        2.927020e-04
213.25000000        213.24514500             1.324452e+00          1.258250e-01       3.529471e-01        2.927116e-04
213.27500000        213.27026200             1.324621e+00          1.258375e-01       3.529622e-01        2.927234e-04
213.30000000        213.29610800             1.324783e+00          1.258500e-01       3.529777e-01        2.927348e-04
213.32500000        213.32038800             1.324968e+00          1.258625e-01       3.529922e-01        2.927478e-04
213.35000000        213.34497600             1.325097e+00          1.258750e-01       3.530070e-01        2.927568e-04
213.37500000        213.37037700             1.325267e+00          1.258875e-01       3.530222e-01        2.927687e-04
213.40000000        213.39385000             1.325434e+00          1.259000e-01       3.530363e-01        2.927804e-04
213.42500000        213.41934000             1.325543e+00          1.259125e-01       3.530516e-01        2.927880e-04
213.45000000        213.44358700             1.325723e+00          1.259250e-01       3.530662e-01        2.928006e-04
213.47500000        213.46735000             1.325865e+00          1.259375e-01       3.530804e-01        2.928105e-04
213.50000000        213.49257700             1.325993e+00          1.259500e-01       3.530955e-01        2.928195e-04
213.52500000        213.52059500             1.326156e+00          1.259625e-01       3.531124e-01        2.928309e-04
213.55000000        213.54537500             1.326358e+00          1.259750e-01       3.531272e-01        2.928451e-04
213.57500000        213.56998800             1.326520e+00          1.259875e-01       3.531420e-01        2.928564e-04
213.60000000        213.59566200             1.326649e+00          1.260000e-01       3.531574e-01        2.928654e-04
213.62500000        213.61945800             1.326817e+00          1.260125e-01       3.531717e-01        2.928772e-04
213.65000000        213.64421500             1.326931e+00          1.260250e-01       3.531865e-01        2.928852e-04
213.67500000        213.66869600             1.327106e+00          1.260375e-01       3.532012e-01        2.928974e-04
213.70000000        213.69562900             1.327253e+00          1.260500e-01       3.532174e-01        2.929077e-04
213.72500000        213.72050900             1.327420e+00          1.260625e-01       3.532323e-01        2.929194e-04
213.75000000        213.74493100             1.327559e+00          1.260750e-01       3.532470e-01        2.929291e-04
213.77500000        213.76883400             1.327731e+00          1.260875e-01       3.532613e-01        2.929412e-04
213.80000000        213.79377700             1.327894e+00          1.261000e-01       3.532763e-01        2.929526e-04
213.82500000        213.81920700             1.328008e+00          1.261125e-01       3.532915e-01        2.929605e-04
213.85000000        213.84518900             1.328156e+00          1.261250e-01       3.533071e-01        2.929709e-04
213.87500000        213.86783200             1.328340e+00          1.261375e-01       3.533207e-01        2.929838e-04
213.90000000        213.89295600             1.328538e+00          1.261500e-01       3.533358e-01        2.929977e-04
213.92500000        213.91828800             1.328644e+00          1.261625e-01       3.533510e-01        2.930051e-04
213.95000000        213.94545000             1.328795e+00          1.261750e-01       3.533673e-01        2.930156e-04
213.97500000        213.97065700             1.328971e+00          1.261875e-01       3.533824e-01        2.930280e-04
214.00000000        213.99400900             1.329124e+00          1.262000e-01       3.533964e-01        2.930387e-04
214.02500000        214.02009700             1.329270e+00          1.262125e-01       3.534121e-01        2.930489e-04
214.05000000        214.04540000             1.329459e+00          1.262250e-01       3.534272e-01        2.930622e-04
214.07500000        214.07062900             1.329618e+00          1.262375e-01       3.534424e-01        2.930733e-04
214.10000000        214.09457100             1.329762e+00          1.262500e-01       3.534567e-01        2.930833e-04
214.12500000        214.11846600             1.329888e+00          1.262625e-01       3.534711e-01        2.930921e-04
214.15000000        214.14363400             1.330059e+00          1.262750e-01       3.534862e-01        2.931042e-04
214.17500000        214.16968600             1.330209e+00          1.262875e-01       3.535018e-01        2.931146e-04
214.20000000        214.19514300             1.330339e+00          1.263000e-01       3.535171e-01        2.931237e-04
214.22500000        214.22103300             1.330494e+00          1.263125e-01       3.535326e-01        2.931346e-04
214.25000000        214.24456400             1.330703e+00          1.263250e-01       3.535467e-01        2.931492e-04
214.27500000        214.26940700             1.330860e+00          1.263375e-01       3.535616e-01        2.931602e-04
214.30000000        214.29653100             1.330976e+00          1.263500e-01       3.535779e-01        2.931683e-04
214.32500000        214.32109400             1.331146e+00          1.263625e-01       3.535927e-01        2.931802e-04
214.35000000        214.34680100             1.331316e+00          1.263750e-01       3.536081e-01        2.931921e-04
214.37500000        214.37061400             1.331456e+00          1.263875e-01       3.536224e-01        2.932019e-04
214.40000000        214.39617500             1.331608e+00          1.264000e-01       3.536377e-01        2.932126e-04
214.42500000        214.42099000             1.331779e+00          1.264125e-01       3.536526e-01        2.932245e-04
214.45000000        214.44578500             1.331938e+00          1.264250e-01       3.536675e-01        2.932357e-04
214.47500000        214.46829300             1.332060e+00          1.264375e-01       3.536810e-01        2.932442e-04
214.50000000        214.49319000             1.332204e+00          1.264500e-01       3.536959e-01        2.932543e-04
214.52500000        214.51817000             1.332358e+00          1.264625e-01       3.537109e-01        2.932651e-04
214.55000000        214.54337300             1.332561e+00          1.264750e-01       3.537260e-01        2.932792e-04
214.57500000        214.56946800             1.332695e+00          1.264875e-01       3.537417e-01        2.932887e-04
214.60000000        214.59414900             1.332823e+00          1.265000e-01       3.537565e-01        2.932976e-04
214.62500000        214.61995900             1.333010e+00          1.265125e-01       3.537720e-01        2.933107e-04
214.65000000        214.64141800             1.333151e+00          1.265250e-01       3.537849e-01        2.933205e-04
214.67500000        214.66825900             1.333312e+00          1.265375e-01       3.538010e-01        2.933318e-04
